week_end,pathogen,geography,percent_visits,as_of
2025-03-22,Influenza,Connecticut,2.8,2025-10-24
2025-03-22,Influenza,Delaware,2.0,2025-10-24
2025-03-22,Influenza,District of Columbia,2.2,2025-10-24
2025-03-22,Influenza,Florida,1.6,2025-10-24
2025-03-22,Influenza,Georgia,1.0,2025-10-24
2025-03-22,Influenza,Hawaii,3.0,2025-10-24
2025-03-22,Influenza,Idaho,2.0,2025-10-24
2025-03-22,Influenza,Illinois,2.3,2025-10-24
2025-03-22,Influenza,Indiana,2.0,2025-10-24
2025-03-22,Influenza,Iowa,1.3,2025-10-24
2025-03-22,Influenza,Kansas,1.4,2025-10-24
2025-03-22,Influenza,Kentucky,2.6,2025-10-24
2025-03-22,Influenza,Louisiana,2.0,2025-10-24
2025-03-22,Influenza,Maine,3.6,2025-10-24
2025-03-22,Influenza,Maryland,2.5,2025-10-24
2025-03-22,Influenza,Massachusetts,1.8,2025-10-24
2025-03-22,Influenza,Michigan,2.7,2025-10-24
2025-03-22,Influenza,Minnesota,1.4,2025-10-24
2025-03-22,Influenza,Mississippi,1.2,2025-10-24
2025-03-22,Influenza,Montana,1.8,2025-10-24
2025-03-22,Influenza,United States,1.8,2025-10-24
2025-03-22,Influenza,Nebraska,0.7,2025-10-24
2025-03-22,Influenza,Nevada,1.2,2025-10-24
2025-03-22,Influenza,New Hampshire,3.1,2025-10-24
2025-03-22,Influenza,New Jersey,2.2,2025-10-24
2025-03-22,Influenza,New Mexico,1.8,2025-10-24
2025-03-22,Influenza,New York,1.9,2025-10-24
2025-03-22,Influenza,North Carolina,2.6,2025-10-24
2025-03-22,Influenza,North Dakota,0.8,2025-10-24
2025-03-22,Influenza,Ohio,1.7,2025-10-24
2025-03-22,Influenza,Oklahoma,0.7,2025-10-24
2025-03-22,Influenza,Oregon,1.8,2025-10-24
2025-03-22,Influenza,Pennsylvania,1.7,2025-10-24
2025-03-22,Influenza,Rhode Island,1.2,2025-10-24
2025-03-22,Influenza,South Carolina,1.3,2025-10-24
2025-03-22,Influenza,Tennessee,1.7,2025-10-24
2025-03-22,Influenza,Texas,1.3,2025-10-24
2025-03-22,Influenza,Utah,1.6,2025-10-24
2025-03-22,Influenza,Vermont,2.8,2025-10-24
2025-03-22,Influenza,Virginia,3.0,2025-10-24
2025-03-22,Influenza,Washington,2.0,2025-10-24
2025-03-22,Influenza,West Virginia,3.7,2025-10-24
2025-03-22,Influenza,Wisconsin,1.5,2025-10-24
2025-03-22,Influenza,Wyoming,0.0,2025-10-24
2025-03-22,RSV,Alabama,0.2,2025-10-24
2025-03-22,RSV,Alaska,0.3,2025-10-24
2025-03-22,RSV,Arizona,0.2,2025-10-24
2025-03-22,RSV,Arkansas,0.3,2025-10-24
2025-03-22,RSV,California,0.2,2025-10-24
2025-03-22,RSV,Colorado,0.5,2025-10-24
2025-03-22,RSV,Connecticut,0.1,2025-10-24
2025-03-22,RSV,Delaware,0.3,2025-10-24
2025-03-22,RSV,District of Columbia,0.2,2025-10-24
2025-03-22,RSV,Florida,0.2,2025-10-24
2025-03-22,RSV,Georgia,0.1,2025-10-24
2025-03-22,RSV,Hawaii,0.2,2025-10-24
2025-03-22,RSV,Idaho,0.8,2025-10-24
2025-03-22,RSV,Illinois,0.3,2025-10-24
2025-03-22,RSV,Indiana,0.3,2025-10-24
2025-03-22,RSV,Iowa,0.8,2025-10-24
2025-03-22,RSV,Kansas,0.5,2025-10-24
2025-03-22,RSV,Kentucky,0.3,2025-10-24
2025-03-22,RSV,Louisiana,0.1,2025-10-24
2025-03-22,RSV,Maine,0.3,2025-10-24
2025-03-22,RSV,Maryland,0.1,2025-10-24
2025-03-22,RSV,Massachusetts,0.2,2025-10-24
2025-03-22,RSV,Michigan,0.4,2025-10-24
2025-03-22,RSV,Minnesota,0.7,2025-10-24
2025-03-22,RSV,Mississippi,0.1,2025-10-24
2025-03-22,RSV,Montana,1.1,2025-10-24
2025-03-22,RSV,United States,0.3,2025-10-24
2025-03-22,RSV,Nebraska,0.5,2025-10-24
2025-03-22,RSV,Nevada,0.2,2025-10-24
2025-03-22,RSV,New Hampshire,0.3,2025-10-24
2025-03-22,RSV,New Jersey,0.1,2025-10-24
2025-03-22,RSV,New Mexico,0.8,2025-10-24
2025-03-22,RSV,New York,0.1,2025-10-24
2025-03-22,RSV,North Carolina,0.3,2025-10-24
2025-03-22,RSV,North Dakota,0.7,2025-10-24
2025-03-22,RSV,Ohio,0.2,2025-10-24
2025-03-22,RSV,Oklahoma,0.4,2025-10-24
2025-03-22,RSV,Oregon,0.5,2025-10-24
2025-03-22,RSV,Pennsylvania,0.2,2025-10-24
2025-03-22,RSV,Rhode Island,0.1,2025-10-24
2025-03-22,RSV,South Carolina,0.1,2025-10-24
2025-03-22,RSV,Tennessee,0.2,2025-10-24
2025-03-22,RSV,Texas,0.2,2025-10-24
2025-03-22,RSV,Utah,0.8,2025-10-24
2025-03-22,RSV,Vermont,0.4,2025-10-24
2025-03-22,RSV,Virginia,0.1,2025-10-24
2025-03-22,RSV,Washington,0.4,2025-10-24
2025-03-22,RSV,West Virginia,0.9,2025-10-24
2025-03-22,RSV,Wisconsin,0.5,2025-10-24
2025-03-22,RSV,Wyoming,0.0,2025-10-24
2025-03-29,COVID-19,Alabama,0.9,2025-10-24
2025-03-29,COVID-19,Alaska,0.6,2025-10-24
2025-03-29,COVID-19,Arizona,0.5,2025-10-24
2025-03-29,COVID-19,Arkansas,0.7,2025-10-24
2025-03-29,COVID-19,California,0.4,2025-10-24
2025-03-29,COVID-19,Colorado,0.4,2025-10-24
2025-03-29,COVID-19,Connecticut,0.7,2025-10-24
2025-03-29,COVID-19,Delaware,0.6,2025-10-24
2025-03-29,COVID-19,District of Columbia,0.7,2025-10-24
2025-03-29,COVID-19,Florida,0.5,2025-10-24
2025-03-29,COVID-19,Georgia,0.8,2025-10-24
2025-03-29,COVID-19,Hawaii,0.4,2025-10-24
2025-03-29,COVID-19,Idaho,0.6,2025-10-24
2025-03-29,COVID-19,Illinois,0.8,2025-10-24
2025-03-29,COVID-19,Indiana,0.6,2025-10-24
2025-03-29,COVID-19,Iowa,0.5,2025-10-24
2025-03-29,COVID-19,Kansas,0.4,2025-10-24
2025-03-29,COVID-19,Kentucky,0.8,2025-10-24
2025-03-29,COVID-19,Louisiana,0.9,2025-10-24
2025-03-29,COVID-19,Maine,0.3,2025-10-24
2025-03-29,COVID-19,Maryland,0.8,2025-10-24
2025-03-29,COVID-19,Massachusetts,0.6,2025-10-24
2025-03-29,COVID-19,Michigan,0.7,2025-10-24
2025-03-29,COVID-19,Minnesota,0.6,2025-10-24
2025-03-29,COVID-19,Mississippi,0.6,2025-10-24
2025-03-29,COVID-19,Montana,0.4,2025-10-24
2025-03-29,COVID-19,United States,0.6,2025-10-24
2025-03-29,COVID-19,Nebraska,0.3,2025-10-24
2025-03-29,COVID-19,Nevada,0.4,2025-10-24
2025-03-29,COVID-19,New Hampshire,0.4,2025-10-24
2025-03-29,COVID-19,New Jersey,0.9,2025-10-24
2025-03-29,COVID-19,New Mexico,0.5,2025-10-24
2025-03-29,COVID-19,New York,0.9,2025-10-24
2025-03-29,COVID-19,North Carolina,1.1,2025-10-24
2025-03-29,COVID-19,North Dakota,0.2,2025-10-24
2025-03-29,COVID-19,Ohio,0.6,2025-10-24
2025-03-29,COVID-19,Oklahoma,0.9,2025-10-24
2025-03-29,COVID-19,Oregon,0.4,2025-10-24
2025-03-29,COVID-19,Pennsylvania,0.4,2025-10-24
2025-03-29,COVID-19,Rhode Island,0.4,2025-10-24
2025-03-29,COVID-19,South Carolina,0.9,2025-10-24
2025-03-29,COVID-19,Tennessee,0.8,2025-10-24
2025-03-29,COVID-19,Texas,0.7,2025-10-24
2025-03-29,COVID-19,Utah,0.5,2025-10-24
2025-03-29,COVID-19,Vermont,0.4,2025-10-24
2025-03-29,COVID-19,Virginia,0.9,2025-10-24
2025-03-29,COVID-19,Washington,0.5,2025-10-24
2025-03-29,COVID-19,West Virginia,0.6,2025-10-24
2025-03-29,COVID-19,Wisconsin,0.6,2025-10-24
2025-03-29,COVID-19,Wyoming,0.0,2025-10-24
2025-03-29,Influenza,Alabama,1.5,2025-10-24
2025-03-29,Influenza,Alaska,3.1,2025-10-24
2025-03-29,Influenza,Arizona,1.3,2025-10-24
2025-03-29,Influenza,Arkansas,1.3,2025-10-24
2025-03-29,Influenza,California,1.3,2025-10-24
2025-03-29,Influenza,Colorado,0.9,2025-10-24
2025-03-29,Influenza,Connecticut,2.3,2025-10-24
2025-03-29,Influenza,Delaware,1.3,2025-10-24
2025-03-29,Influenza,District of Columbia,1.4,2025-10-24
2025-03-29,Influenza,Florida,1.4,2025-10-24
2025-03-29,Influenza,Georgia,1.0,2025-10-24
2025-03-29,Influenza,Hawaii,2.4,2025-10-24
2025-03-29,Influenza,Idaho,1.3,2025-10-24
2025-03-29,Influenza,Illinois,2.0,2025-10-24
2025-03-29,Influenza,Indiana,1.5,2025-10-24
2025-03-29,Influenza,Iowa,0.9,2025-10-24
2025-03-29,Influenza,Kansas,0.9,2025-10-24
2025-03-29,Influenza,Kentucky,1.9,2025-10-24
2025-03-29,Influenza,Louisiana,1.7,2025-10-24
2025-03-29,Influenza,Maine,2.8,2025-10-24
2025-03-29,Influenza,Maryland,2.3,2025-10-24
2025-03-29,Influenza,Massachusetts,1.5,2025-10-24
2025-03-29,Influenza,Michigan,2.0,2025-10-24
2025-03-29,Influenza,Minnesota,1.2,2025-10-24
2025-03-29,Influenza,Mississippi,1.1,2025-10-24
2025-03-29,Influenza,Montana,1.5,2025-10-24
2025-03-29,Influenza,United States,1.4,2025-10-24
2025-03-29,Influenza,Nebraska,0.4,2025-10-24
2025-03-29,Influenza,Nevada,0.9,2025-10-24
2025-03-29,Influenza,New Hampshire,2.3,2025-10-24
2025-03-29,Influenza,New Jersey,1.7,2025-10-24
2025-03-29,Influenza,New Mexico,1.6,2025-10-24
2025-03-29,Influenza,New York,1.5,2025-10-24
2025-03-29,Influenza,North Carolina,2.0,2025-10-24
2025-03-29,Influenza,North Dakota,0.9,2025-10-24
2025-03-29,Influenza,Ohio,1.1,2025-10-24
2025-03-29,Influenza,Oklahoma,0.5,2025-10-24
2025-03-29,Influenza,Oregon,1.5,2025-10-24
2025-03-29,Influenza,Pennsylvania,1.3,2025-10-24
2025-03-29,Influenza,Rhode Island,0.8,2025-10-24
2025-03-29,Influenza,South Carolina,1.0,2025-10-24
2025-03-29,Influenza,Tennessee,1.2,2025-10-24
2025-03-29,Influenza,Texas,1.0,2025-10-24
2025-03-29,Influenza,Utah,1.4,2025-10-24
2025-03-29,Influenza,Vermont,1.7,2025-10-24
2025-03-29,Influenza,Virginia,2.5,2025-10-24
2025-03-29,Influenza,Washington,1.6,2025-10-24
2025-03-29,Influenza,West Virginia,2.3,2025-10-24
2025-03-29,Influenza,Wisconsin,1.3,2025-10-24
2025-03-29,Influenza,Wyoming,0.0,2025-10-24
2025-03-29,RSV,Alabama,0.1,2025-10-24
2025-03-29,RSV,Alaska,0.2,2025-10-24
2025-03-29,RSV,Arizona,0.2,2025-10-24
2025-03-29,RSV,Arkansas,0.2,2025-10-24
2025-03-29,RSV,California,0.2,2025-10-24
2025-03-29,RSV,Colorado,0.4,2025-10-24
2025-03-29,RSV,Connecticut,0.1,2025-10-24
2025-03-29,RSV,Delaware,0.2,2025-10-24
2025-03-29,RSV,District of Columbia,0.1,2025-10-24
2025-03-29,RSV,Florida,0.1,2025-10-24
2025-03-29,RSV,Georgia,0.1,2025-10-24
2025-03-29,RSV,Hawaii,0.1,2025-10-24
2025-03-29,RSV,Idaho,0.5,2025-10-24
2025-03-29,RSV,Illinois,0.2,2025-10-24
2025-03-29,RSV,Indiana,0.2,2025-10-24
2025-03-29,RSV,Iowa,0.5,2025-10-24
2025-03-29,RSV,Kansas,0.4,2025-10-24
2025-03-29,RSV,Kentucky,0.3,2025-10-24
2025-03-29,RSV,Louisiana,0.1,2025-10-24
2025-03-29,RSV,Maine,0.3,2025-10-24
2025-03-29,RSV,Maryland,0.1,2025-10-24
2025-03-29,RSV,Massachusetts,0.2,2025-10-24
2025-03-29,RSV,Michigan,0.3,2025-10-24
2025-03-29,RSV,Minnesota,0.5,2025-10-24
2025-03-29,RSV,Mississippi,0.1,2025-10-24
2025-03-29,RSV,Montana,1.4,2025-10-24
2025-03-29,RSV,United States,0.2,2025-10-24
2025-03-29,RSV,Nebraska,0.3,2025-10-24
2025-03-29,RSV,Nevada,0.2,2025-10-24
2025-03-29,RSV,New Hampshire,0.1,2025-10-24
2025-03-29,RSV,New Jersey,0.1,2025-10-24
2025-03-29,RSV,New Mexico,0.5,2025-10-24
2025-03-29,RSV,New York,0.1,2025-10-24
2025-03-29,RSV,North Carolina,0.3,2025-10-24
2025-03-29,RSV,North Dakota,0.6,2025-10-24
2025-03-29,RSV,Ohio,0.1,2025-10-24
2025-03-29,RSV,Oklahoma,0.3,2025-10-24
2025-03-29,RSV,Oregon,0.4,2025-10-24
2025-03-29,RSV,Pennsylvania,0.2,2025-10-24
2025-03-29,RSV,Rhode Island,0.1,2025-10-24
2025-03-29,RSV,South Carolina,0.1,2025-10-24
2025-03-29,RSV,Tennessee,0.1,2025-10-24
2025-03-29,RSV,Texas,0.1,2025-10-24
2025-03-29,RSV,Utah,0.5,2025-10-24
2025-03-29,RSV,Vermont,0.4,2025-10-24
2025-03-29,RSV,Virginia,0.1,2025-10-24
2025-03-29,RSV,Washington,0.4,2025-10-24
2025-03-29,RSV,West Virginia,0.9,2025-10-24
2025-03-29,RSV,Wisconsin,0.4,2025-10-24
2025-03-29,RSV,Wyoming,0.0,2025-10-24
2025-04-05,COVID-19,Alabama,0.8,2025-10-24
2025-04-05,COVID-19,Alaska,0.5,2025-10-24
2025-04-05,COVID-19,Arizona,0.4,2025-10-24
2025-04-05,COVID-19,Arkansas,0.5,2025-10-24
2025-04-05,COVID-19,California,0.4,2025-10-24
2025-04-05,COVID-19,Colorado,0.4,2025-10-24
2025-04-05,COVID-19,Connecticut,0.7,2025-10-24
2025-04-05,COVID-19,Delaware,0.4,2025-10-24
2025-04-05,COVID-19,District of Columbia,0.4,2025-10-24
2025-04-05,COVID-19,Florida,0.4,2025-10-24
2025-04-05,COVID-19,Georgia,0.7,2025-10-24
2025-04-05,COVID-19,Hawaii,0.5,2025-10-24
2025-04-05,COVID-19,Idaho,0.6,2025-10-24
2025-04-05,COVID-19,Illinois,0.6,2025-10-24
2025-04-05,COVID-19,Indiana,0.6,2025-10-24
2025-04-05,COVID-19,Iowa,0.5,2025-10-24
2025-04-05,COVID-19,Kansas,0.4,2025-10-24
2025-04-05,COVID-19,Kentucky,0.7,2025-10-24
2025-04-05,COVID-19,Louisiana,0.8,2025-10-24
2025-04-05,COVID-19,Maine,0.3,2025-10-24
2025-04-05,COVID-19,Maryland,0.7,2025-10-24
2025-04-05,COVID-19,Massachusetts,0.5,2025-10-24
2025-04-05,COVID-19,Michigan,0.6,2025-10-24
2025-04-05,COVID-19,Minnesota,0.6,2025-10-24
2025-04-05,COVID-19,Mississippi,0.6,2025-10-24
2025-04-05,COVID-19,Montana,0.5,2025-10-24
2025-04-05,COVID-19,United States,0.6,2025-10-24
2025-04-05,COVID-19,Nebraska,0.4,2025-10-24
2025-04-05,COVID-19,Nevada,0.3,2025-10-24
2025-04-05,COVID-19,New Hampshire,0.6,2025-10-24
2025-04-05,COVID-19,New Jersey,0.8,2025-10-24
2025-04-05,COVID-19,New Mexico,0.5,2025-10-24
2025-04-05,COVID-19,New York,0.8,2025-10-24
2025-04-05,COVID-19,North Carolina,1.0,2025-10-24
2025-04-05,COVID-19,North Dakota,0.3,2025-10-24
2025-04-05,COVID-19,Ohio,0.4,2025-10-24
2025-04-05,COVID-19,Oklahoma,0.7,2025-10-24
2025-04-05,COVID-19,Oregon,0.3,2025-10-24
2025-04-05,COVID-19,Pennsylvania,0.5,2025-10-24
2025-04-05,COVID-19,Rhode Island,0.2,2025-10-24
2025-04-05,COVID-19,South Carolina,0.9,2025-10-24
2025-04-05,COVID-19,Tennessee,0.7,2025-10-24
2025-04-05,COVID-19,Texas,0.6,2025-10-24
2025-04-05,COVID-19,Utah,0.4,2025-10-24
2025-04-05,COVID-19,Vermont,0.5,2025-10-24
2025-04-05,COVID-19,Virginia,0.8,2025-10-24
2025-04-05,COVID-19,Washington,0.4,2025-10-24
2025-04-05,COVID-19,West Virginia,0.6,2025-10-24
2025-04-05,COVID-19,Wisconsin,0.4,2025-10-24
2025-04-05,COVID-19,Wyoming,0.0,2025-10-24
2025-04-05,Influenza,Alabama,0.9,2025-10-24
2025-04-05,Influenza,Alaska,2.2,2025-10-24
2025-04-05,Influenza,Arizona,1.2,2025-10-24
2025-04-05,Influenza,Arkansas,0.9,2025-10-24
2025-04-05,Influenza,California,0.9,2025-10-24
2025-04-05,Influenza,Colorado,0.7,2025-10-24
2025-04-05,Influenza,Connecticut,2.1,2025-10-24
2025-04-05,Influenza,Delaware,1.2,2025-10-24
2025-04-05,Influenza,District of Columbia,1.3,2025-10-24
2025-04-05,Influenza,Florida,1.0,2025-10-24
2025-04-05,Influenza,Georgia,0.8,2025-10-24
2025-04-05,Influenza,Hawaii,2.2,2025-10-24
2025-04-05,Influenza,Idaho,0.8,2025-10-24
2025-04-05,Influenza,Illinois,1.5,2025-10-24
2025-04-05,Influenza,Indiana,1.0,2025-10-24
2025-04-05,Influenza,Iowa,0.6,2025-10-24
2025-04-05,Influenza,Kansas,0.6,2025-10-24
2025-04-05,Influenza,Kentucky,1.3,2025-10-24
2025-04-05,Influenza,Louisiana,1.1,2025-10-24
2025-04-05,Influenza,Maine,2.4,2025-10-24
2025-04-05,Influenza,Maryland,2.4,2025-10-24
2025-04-05,Influenza,Massachusetts,1.3,2025-10-24
2025-04-05,Influenza,Michigan,1.3,2025-10-24
2025-04-05,Influenza,Minnesota,0.9,2025-10-24
2025-04-05,Influenza,Mississippi,0.8,2025-10-24
2025-04-05,Influenza,Montana,0.8,2025-10-24
2025-04-05,Influenza,United States,1.1,2025-10-24
2025-04-05,Influenza,Nebraska,0.4,2025-10-24
2025-04-05,Influenza,Nevada,0.8,2025-10-24
2025-04-05,Influenza,New Hampshire,1.7,2025-10-24
2025-04-05,Influenza,New Jersey,1.4,2025-10-24
2025-04-05,Influenza,New Mexico,1.1,2025-10-24
2025-04-05,Influenza,New York,1.3,2025-10-24
2025-04-05,Influenza,North Carolina,1.5,2025-10-24
2025-04-05,Influenza,North Dakota,0.4,2025-10-24
2025-04-05,Influenza,Ohio,0.7,2025-10-24
2025-04-05,Influenza,Oklahoma,0.3,2025-10-24
2025-04-05,Influenza,Oregon,1.0,2025-10-24
2025-04-05,Influenza,Pennsylvania,1.2,2025-10-24
2025-04-05,Influenza,Rhode Island,1.0,2025-10-24
2025-04-05,Influenza,South Carolina,0.7,2025-10-24
2025-04-05,Influenza,Tennessee,0.8,2025-10-24
2025-04-05,Influenza,Texas,0.8,2025-10-24
2025-04-05,Influenza,Utah,0.9,2025-10-24
2025-04-05,Influenza,Vermont,1.8,2025-10-24
2025-04-05,Influenza,Virginia,2.2,2025-10-24
2025-04-05,Influenza,Washington,1.0,2025-10-24
2025-04-05,Influenza,West Virginia,1.5,2025-10-24
2025-04-05,Influenza,Wisconsin,1.0,2025-10-24
2025-04-05,Influenza,Wyoming,0.0,2025-10-24
2025-04-05,RSV,Alabama,0.1,2025-10-24
2025-04-05,RSV,Alaska,0.2,2025-10-24
2025-04-05,RSV,Arizona,0.1,2025-10-24
2025-04-05,RSV,Arkansas,0.1,2025-10-24
2025-04-05,RSV,California,0.1,2025-10-24
2025-04-05,RSV,Colorado,0.3,2025-10-24
2025-04-05,RSV,Connecticut,0.1,2025-10-24
2025-04-05,RSV,Delaware,0.1,2025-10-24
2025-04-05,RSV,District of Columbia,0.0,2025-10-24
2025-04-05,RSV,Florida,0.1,2025-10-24
2025-04-05,RSV,Georgia,0.1,2025-10-24
2025-04-05,RSV,Hawaii,0.1,2025-10-24
2025-04-05,RSV,Idaho,0.4,2025-10-24
2025-04-05,RSV,Illinois,0.2,2025-10-24
2025-04-05,RSV,Indiana,0.2,2025-10-24
2025-04-05,RSV,Iowa,0.4,2025-10-24
2025-04-05,RSV,Kansas,0.3,2025-10-24
2025-04-05,RSV,Kentucky,0.2,2025-10-24
2025-04-05,RSV,Louisiana,0.1,2025-10-24
2025-04-05,RSV,Maine,0.2,2025-10-24
2025-04-05,RSV,Maryland,0.1,2025-10-24
2025-04-05,RSV,Massachusetts,0.1,2025-10-24
2025-04-05,RSV,Michigan,0.3,2025-10-24
2025-04-05,RSV,Minnesota,0.4,2025-10-24
2025-04-05,RSV,Mississippi,0.1,2025-10-24
2025-04-05,RSV,Montana,0.8,2025-10-24
2025-04-05,RSV,United States,0.2,2025-10-24
2025-04-05,RSV,Nebraska,0.3,2025-10-24
2025-04-05,RSV,Nevada,0.1,2025-10-24
2025-04-05,RSV,New Hampshire,0.2,2025-10-24
2025-04-05,RSV,New Jersey,0.1,2025-10-24
2025-04-05,RSV,New Mexico,0.3,2025-10-24
2025-04-05,RSV,New York,0.1,2025-10-24
2025-04-05,RSV,North Carolina,0.2,2025-10-24
2025-04-05,RSV,North Dakota,0.5,2025-10-24
2025-04-05,RSV,Ohio,0.1,2025-10-24
2025-04-05,RSV,Oklahoma,0.2,2025-10-24
2025-04-05,RSV,Oregon,0.3,2025-10-24
2025-04-05,RSV,Pennsylvania,0.2,2025-10-24
2025-04-05,RSV,Rhode Island,0.1,2025-10-24
2025-04-05,RSV,South Carolina,0.1,2025-10-24
2025-04-05,RSV,Tennessee,0.1,2025-10-24
2025-04-05,RSV,Texas,0.1,2025-10-24
2025-04-05,RSV,Utah,0.4,2025-10-24
2025-04-05,RSV,Vermont,0.4,2025-10-24
2025-04-05,RSV,Virginia,0.1,2025-10-24
2025-04-05,RSV,Washington,0.3,2025-10-24
2025-04-05,RSV,West Virginia,0.7,2025-10-24
2025-04-05,RSV,Wisconsin,0.3,2025-10-24
2025-04-05,RSV,Wyoming,0.0,2025-10-24
2025-04-12,COVID-19,Alabama,0.6,2025-10-24
2025-04-12,COVID-19,Alaska,0.7,2025-10-24
2025-04-12,COVID-19,Arizona,0.4,2025-10-24
2025-04-12,COVID-19,Arkansas,0.4,2025-10-24
2025-04-12,COVID-19,California,0.4,2025-10-24
2025-04-12,COVID-19,Colorado,0.4,2025-10-24
2025-04-12,COVID-19,Connecticut,0.6,2025-10-24
2025-04-12,COVID-19,Delaware,0.4,2025-10-24
2025-04-12,COVID-19,District of Columbia,0.4,2025-10-24
2025-04-12,COVID-19,Florida,0.4,2025-10-24
2025-04-12,COVID-19,Georgia,0.5,2025-10-24
2025-04-12,COVID-19,Hawaii,0.4,2025-10-24
2025-04-12,COVID-19,Idaho,0.6,2025-10-24
2025-04-12,COVID-19,Illinois,0.5,2025-10-24
2025-04-12,COVID-19,Indiana,0.4,2025-10-24
2025-04-12,COVID-19,Iowa,0.4,2025-10-24
2025-04-12,COVID-19,Kansas,0.3,2025-10-24
2025-04-12,COVID-19,Kentucky,0.4,2025-10-24
2025-04-12,COVID-19,Louisiana,0.7,2025-10-24
2025-04-12,COVID-19,Maine,0.3,2025-10-24
2025-04-12,COVID-19,Maryland,0.5,2025-10-24
2025-04-12,COVID-19,Massachusetts,0.5,2025-10-24
2025-04-12,COVID-19,Michigan,0.4,2025-10-24
2025-04-12,COVID-19,Minnesota,0.6,2025-10-24
2025-04-12,COVID-19,Mississippi,0.6,2025-10-24
2025-04-12,COVID-19,Montana,0.4,2025-10-24
2025-04-12,COVID-19,United States,0.5,2025-10-24
2025-04-12,COVID-19,Nebraska,0.3,2025-10-24
2025-04-12,COVID-19,Nevada,0.4,2025-10-24
2025-04-12,COVID-19,New Hampshire,0.5,2025-10-24
2025-04-12,COVID-19,New Jersey,0.8,2025-10-24
2025-04-12,COVID-19,New Mexico,0.5,2025-10-24
2025-04-12,COVID-19,New York,0.8,2025-10-24
2025-04-12,COVID-19,North Carolina,0.7,2025-10-24
2025-04-12,COVID-19,North Dakota,0.2,2025-10-24
2025-04-12,COVID-19,Ohio,0.4,2025-10-24
2025-04-12,COVID-19,Oklahoma,0.5,2025-10-24
2025-04-12,COVID-19,Oregon,0.3,2025-10-24
2025-04-12,COVID-19,Pennsylvania,0.4,2025-10-24
2025-04-12,COVID-19,Rhode Island,0.3,2025-10-24
2025-04-12,COVID-19,South Carolina,0.6,2025-10-24
2025-04-12,COVID-19,Tennessee,0.5,2025-10-24
2025-04-12,COVID-19,Texas,0.6,2025-10-24
2025-04-12,COVID-19,Utah,0.5,2025-10-24
2025-04-12,COVID-19,Vermont,0.5,2025-10-24
2025-04-12,COVID-19,Virginia,0.5,2025-10-24
2025-04-12,COVID-19,Washington,0.5,2025-10-24
2025-04-12,COVID-19,West Virginia,0.4,2025-10-24
2025-04-12,COVID-19,Wisconsin,0.4,2025-10-24
2025-04-12,COVID-19,Wyoming,0.0,2025-10-24
2025-04-12,Influenza,Alabama,0.6,2025-10-24
2025-04-12,Influenza,Alaska,1.9,2025-10-24
2025-04-12,Influenza,Arizona,1.1,2025-10-24
2025-04-12,Influenza,Arkansas,0.5,2025-10-24
2025-04-12,Influenza,California,0.8,2025-10-24
2025-04-12,Influenza,Colorado,0.5,2025-10-24
2025-04-12,Influenza,Connecticut,1.6,2025-10-24
2025-04-12,Influenza,Delaware,0.7,2025-10-24
2025-04-12,Influenza,District of Columbia,0.9,2025-10-24
2025-04-12,Influenza,Florida,0.8,2025-10-24
2025-04-12,Influenza,Georgia,0.4,2025-10-24
2025-04-12,Influenza,Hawaii,2.4,2025-10-24
2025-04-12,Influenza,Idaho,0.6,2025-10-24
2025-04-12,Influenza,Illinois,1.0,2025-10-24
2025-04-12,Influenza,Indiana,0.6,2025-10-24
2025-04-12,Influenza,Iowa,0.4,2025-10-24
2025-04-12,Influenza,Kansas,0.5,2025-10-24
2025-04-12,Influenza,Kentucky,0.6,2025-10-24
2025-04-12,Influenza,Louisiana,0.8,2025-10-24
2025-04-12,Influenza,Maine,1.8,2025-10-24
2025-04-12,Influenza,Maryland,1.8,2025-10-24
2025-04-12,Influenza,Massachusetts,1.2,2025-10-24
2025-04-12,Influenza,Michigan,0.9,2025-10-24
2025-04-12,Influenza,Minnesota,0.7,2025-10-24
2025-04-12,Influenza,Mississippi,0.6,2025-10-24
2025-04-12,Influenza,Montana,0.8,2025-10-24
2025-04-12,Influenza,United States,0.8,2025-10-24
2025-04-12,Influenza,Nebraska,0.3,2025-10-24
2025-04-12,Influenza,Nevada,0.9,2025-10-24
2025-04-12,Influenza,New Hampshire,1.4,2025-10-24
2025-04-12,Influenza,New Jersey,1.0,2025-10-24
2025-04-12,Influenza,New Mexico,0.9,2025-10-24
2025-04-12,Influenza,New York,1.1,2025-10-24
2025-04-12,Influenza,North Carolina,1.1,2025-10-24
2025-04-12,Influenza,North Dakota,0.5,2025-10-24
2025-04-12,Influenza,Ohio,0.4,2025-10-24
2025-04-12,Influenza,Oklahoma,0.3,2025-10-24
2025-04-12,Influenza,Oregon,0.7,2025-10-24
2025-04-12,Influenza,Pennsylvania,0.8,2025-10-24
2025-04-12,Influenza,Rhode Island,0.7,2025-10-24
2025-04-12,Influenza,South Carolina,0.4,2025-10-24
2025-04-12,Influenza,Tennessee,0.6,2025-10-24
2025-04-12,Influenza,Texas,0.7,2025-10-24
2025-04-12,Influenza,Utah,0.9,2025-10-24
2025-04-12,Influenza,Vermont,1.3,2025-10-24
2025-04-12,Influenza,Virginia,1.3,2025-10-24
2025-04-12,Influenza,Washington,0.8,2025-10-24
2025-04-12,Influenza,West Virginia,0.8,2025-10-24
